"id","date_etablissement_dpe","consommation_energie","classe_consommation_energie","secteur_activite","annee_construction","surface_habitable","commune"
10678965,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"57.71","SAINT-LÉGER-EN-YVELINES"
10679001,2021-01-05,192.02,"D","CABINET MEDICAL",2000,"\N","EPERNAY"
10679039,2021-01-05,192.01,"D","CABINET MEDICAL",2000,"\N","EPERNAY"
10679065,2021-01-05,192,"D","CABINET MEDICAL",2000,"\N","EPERNAY"
10679069,2021-01-04,242.64,"D","",1992,"0.00","NOUES-DE-SIENNE"
10679082,2021-01-05,0,"N","Bureau, Administration, Enseignement",1947,"386.39","LYON 04"
10679090,2021-01-05,192,"D","CABINET MEDICAL",2000,"\N","EPERNAY"
10679105,2021-01-05,104,"C","Autres (théâtres, salles de sport, restaurati",1947,"79.20","BOURGES"
10679197,2021-01-05,285.86,"D","\N",1947,"227.70","SAINT PIERRE EGLISE"
10679268,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"20.99","LAUDUN"
10679318,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1,"1714.90","LAPRADE"
10679390,2021-01-05,0,"N","Bureau, Administration, Enseignement",1,"165.01","CHENÔVE"
10679400,2021-01-05,133.73,"C","\N",1969,"59.00","PARIS"
10679419,2021-01-05,405.53,"F","salles de sport",1948,"913.00","BEAULIEU-SUR-LAYON"
10679428,2021-01-05,0,"N","Centres Commerciaux",1947,"1963.50","ECHIROLLES"
10679441,2021-01-05,231.1,"D","",1920,"0.00","NICE"
10679466,2021-01-05,0,"N","\N",1947,"59.35","PARIS"
10679470,2021-01-05,0,"N","\N",1947,"53.01","PONT-SAINT-PIERRE"
10679500,2021-01-05,0,"A","\N",1974,"231.00","ZIMMERSHEIM"
10679516,2021-01-05,74,"B","Autres (théâtres, salles de sport, restaurati",1868,"224.40","DAX"
10679542,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1,"878.90","RENNES"
10679559,2021-01-05,93,"C","Autres (théâtres, salles de sport, restaurati",1947,"364.99","STE FOY LES LYON"
10679610,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"5962.00","ST PRIVAT DES PRES"
10679672,2021-01-05,111.88,"C","\N",2005,"457.60","CHAMBLY"
10679694,2021-01-05,0,"N","\N",1974,"118.25","SANNERVILLE"
10679722,2021-01-05,5.61,"A","",1997,"0.00","BOURGOIN-JALLIEU"
10679739,2021-01-05,252,"D","Autres (théâtres, salles de sport, restaurati",1,"214.50","VILLERS-BRETONNEUX"
10679775,2021-01-05,0,"A","\N",1974,"59.00","ZIMMERSHEIM"
10679784,2021-01-04,85,"B","Autres (théâtres, salles de sport, restaurati",1,"1112.13","VILLEFRANCHE SUR SAONE"
10679828,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"55.00","VENISSIEUX"
10679872,2021-01-05,0,"N","Bureau, Administration, Enseignement",1947,"13200.00","FONTENAY LE COMTE"
10679905,2021-01-05,0,"N","Centres Commerciaux",1,"363.00","ST BRICE SOUS FORET"
10679936,2021-01-05,215.62,"D","\N",1947,"82.50","AVELIN"
10679973,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"51.15","MARSEILLE"
10680015,2021-01-05,0,"A","",1948,"80.00","AMPLEPUIS"
10680017,2021-01-05,0,"N","Commerce",1974,"0.00","ESPALION"
10680028,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1,"37.40","Quiberon"
10680046,2021-01-05,0,"N","Enseignement",2006,"1940.51","REIMS"
10680056,2021-01-05,168,"C","Autres (théâtres, salles de sport, restaurati",1947,"153.27","ARC SOUS CICON"
10680103,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"47.47","CAPBRETON"
10680114,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"66.00","MIRAMONT-DE-GUYENNE"
10680130,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1,"192.50","PLOGOFF"
10680142,2021-01-05,0,"N","\N",1947,"182.60","PARIS"
10680174,2021-01-05,428,"F","Autres (théâtres, salles de sport, restaurati",1947,"123.20","ANTONY"
10680177,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"145.73","ALÈS"
10680206,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"36.63","PARIS 15"
10680223,2021-01-04,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"49.34","CLICHY"
10680251,2021-01-05,171,"D","Autres (théâtres, salles de sport, restaurati",1947,"913.00","COURBEVOIE"
10680316,2021-01-04,0,"N","Artisanat",1970,"0.00","SOMBERNON"
10680319,2021-01-05,0,"N","Occupation continue (hôpitaux, hôtels, intern",1,"33.00","HOUILLES"
10680329,2021-01-05,0,"N","\N",1948,"126.00","Saint-James"
10680343,2021-01-05,0,"A","",1990,"57.00","MARGUERITTES"
10680353,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"456.80","CLICHY"
10680378,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"95.70","ST LO"
10680428,2021-01-05,0,"N","Centres Commerciaux",1947,"43.45","FALAISE"
10680438,2021-01-05,0,"N","Local commercial",1988,"218.68","CARCASSONNE"
10680479,2021-01-05,293.2,"E","\N",2007,"47.52","LE HAVRE"
10680498,2021-01-05,0,"N","Commerce",1948,"41.05","VILLEPARISIS"
10680570,2021-01-05,0,"N","Bureau, Administration, Enseignement",1947,"59.86","SAINT-ÉTIENNE-DE-SAINT-GEOIRS"
10680598,2021-01-05,355.38,"E","",1990,"0.00","AUCAMVILLE"
10680743,2021-01-06,0,"N","Occupation continue (hôpitaux, hôtels, intern",1947,"363.00","CHALLES-LES-EAUX"
10680761,2021-01-06,215,"C","Occupation continue (hôpitaux, hôtels, intern",1,"6490.00","NAILLOUX"
10680766,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"25.04","MARSEILLE 06"
10680857,2021-01-06,106.95,"C","\N",1947,"112.20","CHEZAL-BENOÎT"
10680892,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"266.20","PLOGOFF"
10681027,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"79.85","STRASBOURG"
10681033,2021-01-06,165.61,"C","bureaux",1988,"\N","LANNION"
10681043,2021-01-06,467.14,"F","",2003,"0.00","GÉRARDMER"
10681053,2021-01-06,456,"F","Autres (théâtres, salles de sport, restaurati",1947,"32.37","LE PRE ST GERVAIS"
10681106,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"64.90","ST GILLES"
10681128,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1,"99.75","VIAS"
10681168,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"46.85","MARSEILLE 13"
10681174,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"262.35","DESCARTES"
10681177,2021-01-06,0,"N","Occupation continue (hôpitaux, hôtels, intern",1947,"363.00","CHALLES-LES-EAUX"
10681216,2021-01-06,0,"N","Commerce",2011,"0.00","TOURNUS"
10681225,2021-01-05,181,"C","Bureau, Administration, Enseignement",1947,"118.18","TARBES"
10681235,2021-01-06,0,"N","Bureaux",1949,"0.00","MARSEILLE - 4EME"
10681236,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"261.80","ECKBOLSHEIM"
10681269,2021-01-05,0,"A","Bureaux",1950,"1415.00","LES PAVILLONS SOUS BOIS"
10681366,2021-01-05,0,"N","Commerce",1950,"0.00","BEAUSOLEIL"
10681396,2021-01-06,0,"N","",1995,"0.00","LOMME"
10681400,2021-01-06,249,"D","Bureau, Administration, Enseignement",1,"282.27","ARZON"
10681411,2021-01-07,408,"F","Autres (théâtres, salles de sport, restaurati",1947,"176.00","GRENOBLE"
10681414,2021-01-05,0,"A","Bureaux",1974,"1060.00","LES PAVILLONS SOUS BOIS"
10681430,2021-01-04,0,"N","Bureau, Administration, Enseignement",1947,"66.55","NOÉ"
10681439,2021-01-05,0,"N","Habitation (Parties privatives d'immeuble col",1920,"0.00","BEAUSOLEIL"
10681444,2021-01-05,0,"N","",1900,"0.00","MARSEILLE"
10681457,2021-01-05,358,"E","Bureau, Administration, Enseignement",1,"169.31","PONTAULT COMBAULT"
10681461,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"72.44","NANTES"
10681552,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"83.60","ETAMPES"
10681556,2021-01-06,0,"N","Commerce",1947,"0.00","ROCAMADOUR"
10681559,2021-01-06,633.67,"G","\N",2000,"45.27","LA ROCHELLE"
10681560,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"828.30","COLMAR"
10681583,2021-01-06,387.43,"F","\N",1966,"211.20","LE CHESNAY"
10681595,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"132.00","ST MARS DE COUTAIS"
10681612,2021-01-06,255.47,"D","\N",1974,"430.00","VILLEURBANNE"
10681641,2021-01-06,507.08,"F","Commerce",1900,"0.00","TOULOUSE"
10681668,2021-01-06,347,"E","Commerce",1988,"39.00","DIVES-SUR-MER"
10681677,2021-01-06,167,"C","Autres (théâtres, salles de sport, restaurati",1,"110.00","BETSCHDORF"
10681694,2021-01-06,101.23,"C","Bureaux",2005,"0.00","LA FOUILLOUSE"
10681727,2021-01-06,267.84,"E","\N",2016,"1353.00","CHASSE SUR RHONE"
10681741,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"74.80","CORBIE"
10681759,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"66.00","Lyon 9"
10681837,2021-01-06,491,"F","Autres (théâtres, salles de sport, restaurati",1947,"46.86","LAVILLEDIEU"
10681853,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"589.60","SARREGUEMINES"
10681867,2021-01-06,796.45,"G","",2003,"0.00","LIMOGES"
10681873,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"132.00","BOGNY SUR MEUSE"
10681888,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"159.50","OSSUN"
10681942,2021-01-06,0,"N","néant",1974,"\N","JOUE LES TOURS"
10681948,2021-01-06,0,"N","",1991,"0.00","CAHORS"
10681994,2021-01-06,164.27,"C","\N",1970,"1097.80","LAGNIEU"
10682049,2021-01-05,0,"A","Bureaux",2000,"1000.00","LE BLANC-MESNIL"
10682069,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"147.20","BRON"
10682074,2021-01-06,107.06,"C","Autres",2003,"0.00","LIMOGES"
10682080,2021-01-05,135.59,"C","\N",1974,"254.10","SCHILTIGHEIM"
10682091,2021-01-06,0,"N","Bureau, Administration, Enseignement",1947,"28.60","ETRECHY"
10682095,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"322.30","LE SOULIÉ"
10682111,2021-01-06,439,"F","Autres (théâtres, salles de sport, restaurati",1,"290.76","LAVERNOSE LACASSE"
10682136,2021-01-06,0,"N","\N",1974,"0.00","BOURBRIAC"
10682143,2021-01-06,948,"G","Bureau, Administration, Enseignement",1,"638.00","ARÂCHES-LA-FRASSE"
10682291,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"99.00","NICE"
10682344,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"413.19","TREILLIERES"
10682360,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"146.95","Décines-Charpieu"
10682380,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"57.75","Ézy-sur-Eure"
10682385,2021-01-06,73,"B","Autres (théâtres, salles de sport, restaurati",1,"1773.20","COURNON D AUVERGNE"
10682408,2021-01-12,185,"D","Autres (théâtres, salles de sport, restaurati",1947,"42.47","CORTE"
10682428,2021-01-06,349.1,"E","Habitation (Parties privatives d'immeuble col",1990,"0.00","NICE"
10682469,2021-01-06,273,"C","Occupation continue (hôpitaux, hôtels, intern",1,"5791.50","GOUSSAINVILLE"
10682472,2021-01-06,168,"C","Autres (théâtres, salles de sport, restaurati",1,"5390.00","LA COURNEUVE"
10682477,2021-01-05,0,"N","Commerce",2000,"1993.20","HERICOURT"
10682483,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"104.36","LYON"
10682498,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"38.15","BALARUC-LES-BAINS"
10682521,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"102.89","LYON"
10682548,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"88.00","ST VINCENT DES LANDES"
10682589,2021-01-05,580.26,"G","Habitation (Parties privatives d'immeuble col",1900,"0.00","NICE"
10682594,2021-01-05,186,"D","Autres (théâtres, salles de sport, restaurati",1,"1870.00","CARPIQUET"
10682597,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"466.40","AUGNY"
10682669,2021-01-06,268.59,"E","\N",1947,"152.90","TARARE"
10682676,2021-01-05,164.47,"C","Restaurant",1948,"274.00","ROQUEBRUNE-CAP-MARTIN"
10682678,2021-01-06,0,"N","Bureau, Administration, Enseignement",1947,"201.30","LYON"
10682737,2021-01-06,0,"N","\N",1985,"321.20","SAINT LEGER SOUS CHOLET"
10682738,2021-01-06,161,"C","Bureau, Administration, Enseignement",1947,"149.60","LYON 01"
10682779,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"105.84","PARIS 02"
10682791,2021-01-06,124,"C","Autres (théâtres, salles de sport, restaurati",1,"615.46","ELBACH"
10682793,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"429.00","ST BENOIT SUR LOIRE"
10682795,2021-01-06,0,"N","",1930,"0.00","CHARLEVILLE-MÉZIÈRES"
10682823,2021-01-06,167,"C","Autres (théâtres, salles de sport, restaurati",1947,"2420.00","JONAGE"
10682870,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"71.50","AUBERGENVILLE"
10683011,2021-01-05,227.9,"D","Habitation (Parties privatives d'immeuble col",2002,"0.00","COLOMIERS"
10683265,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"79.97","CLERMONT-FERRAND"
10683410,2021-01-06,118.52,"C","",1980,"0.00","TAULIGNAN"
10683414,2021-01-06,0,"N","Bureau, Administration, Enseignement",1947,"358.60","LISIEUX"
10683451,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"38.72","Toulouse"
10683469,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"49.50","CHARLIEU"
10683478,2021-01-06,0,"N","\N",1947,"64.68","LE CENDRE"
10683481,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"946.00","VALENCIENNES"
10683565,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"121.00","PERIGUEUX"
10683590,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"72.73","PARIS 03"
10683637,2021-01-06,0,"N","Habitation (Parties privatives d'immeuble col",1980,"0.00","SAINT-PRIVAT"
10683668,2021-01-06,0,"N","Commerce",2006,"759.00","ST GEREON"
10683683,2021-01-06,0,"N","Bureau, Administration, Enseignement",1947,"149.49","LA FLECHE"
10683749,2021-01-05,0,"N","",1920,"0.00","MARSEILLE"
10683790,2021-01-06,36.94,"N"," Bureaux, administration, enseignement",1959,"261.80","PARIS"
10683793,2021-01-06,402.24,"F","Magasin de vente",1974,"41.00","Woippy"
10683796,2021-01-06,0,"N","\N",2014,"36.30","BOUC BEL AIR"
10683829,2021-01-06,0,"N","\N",2000,"132.00","HOENHEIM"
10683838,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"278.30","ANNEMASSE"
10683917,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"385.00","ST FONS"
10683966,2021-01-06,0,"N","Autres",1940,"0.00","TOULON"
10683968,2021-01-06,144,"C","Autres (théâtres, salles de sport, restaurati",1,"264.00","ST YRIEIX LA PERCHE"
10683976,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"49.46","TOULOUSE"
10683989,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"418.00","SOULTZ-SOUS-FORÊTS"
10683990,2021-01-06,229.29,"D","Habitation (Parties privatives d'immeuble col",1700,"0.00","BESANCON"
10683995,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"620.95","FLOIRAC"
10684013,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"620.95","FLOIRAC"
10684023,2021-01-06,0,"N","entrepot",1982,"2640.00","BUC"
10684038,2021-01-06,155,"C","Bureau, Administration, Enseignement",1,"49.64","VAILHAUQUES"
10684040,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"372.02","CARPENTRAS"
10684144,2021-01-06,790.19,"G","local commercial avec bureaux",1982,"3300.00","BUC"
10684145,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"385.00","ST FONS"
10684268,2021-01-06,0,"N","Bureaux",1947,"0.00","THOUARS"
10684408,2021-01-06,499,"E","Bureau, Administration, Enseignement",1947,"58.30","PARIS"
10684419,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"577.50","CARPENTRAS"
10684427,2021-01-06,110,"C","Autres (théâtres, salles de sport, restaurati",1,"68.82","THORIGNE FOUILLARD"
10684431,2021-01-06,133,"C","Bureau, Administration, Enseignement",1,"1036.20","MERIGNAC"
10684440,2021-01-06,0,"N","Bureau, Administration, Enseignement",1,"2120.80","SOULTZ-SOUS-FORÊTS"
10684446,2021-01-06,0,"N","",1974,"\N","LA BAULE-ESCOUBLAC"
10684447,2021-01-06,380,"E","Bureau, Administration, Enseignement",1947,"145.75","TRÉGUEUX"
10684521,2021-01-06,532.67,"G","\N",1947,"159.50","MORLAIX"
10684522,2021-01-06,0,"N","Occupation continue (hôpitaux, hôtels, intern",1,"757.90","SOULTZ-SOUS-FORÊTS"
10684545,2021-01-06,0,"N","\N",1974,"0.00","PARIS 11"
10684561,2021-01-06,223,"D","Autres (théâtres, salles de sport, restaurati",1947,"73.48","ST MAUR DES FOSSES"
10684565,2021-01-05,0,"N","Commerce",2006,"402.60","SARCELLES"
10684599,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"31.99","MARSEILLE 01"
10684662,2021-01-06,0,"N","\N",1982,"918.50","CHAMBRAY LES TOURS"
10684701,2021-01-06,0,"A","",1960,"40.11","LILLE"
10684730,2021-01-06,0,"N","\N",1974,"40.80","PARIS 11"
10684745,2021-01-06,569,"D","Occupation continue (hôpitaux, hôtels, intern",1947,"495.00","CLICHY"
10684748,2021-01-06,0,"N","\N",1947,"66.00","LE VAUDREUIL"
10684760,2021-01-06,212.27,"D","bureaux",1948,"\N","MONTRICHARD VAL DE CHER"
10684777,2021-01-06,671.3,"G","",2014,"0.00","MAIZIERES-LA-GRANDE-PAROI"
10684801,2021-01-06,244,"D","Autres (théâtres, salles de sport, restaurati",1947,"16.22","LYON 04"
10684807,2021-01-06,297,"E","\N",1947,"0.00","AMOU"
10684856,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"558.80","POITIERS"
10684857,2021-01-06,0,"N","\N",1974,"0.00","PARIS 11"
10684861,2021-01-06,96,"C","Autres (théâtres, salles de sport, restaurati",1947,"521.40","MESNIL ST PERE"
10684869,2021-01-06,218.33,"D","\N",1974,"185.90","LE CREUSOT"
10684905,2021-01-06,0,"N","\N",2014,"36.30","BOUC BEL AIR"
10684966,2021-01-06,0,"N","COMMERCE",1948,"\N","MONTGERON"
10684998,2021-01-05,0,"N","Bureaux",2010,"0.00","MARCY-L'ETOILE"
10685008,2021-01-06,0,"A","\N",1974,"14.40","PARIS 10"
10685020,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"39.79","VARANGEVILLE"
10685027,2021-01-06,0,"N","\N",1974,"0.00","PARIS 11"
10685028,2021-01-06,0,"N","Etablissements sanitaires:Hopitaux et cliniqu",1974,"0.00","CHATEL"
10685033,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"530.90","LAON"
10685064,2021-01-06,163.9,"C","\N",2000,"1600.00","LA CHAPELLE ST LUC"
10685073,2021-01-05,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"132.00","ST MARS DE COUTAIS"
10685079,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"39.79","VARANGEVILLE"
10685094,2021-01-06,0,"A","\N",1974,"26.41","PARIS 14"
10685099,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"63.44","COLMAR"
10685106,2021-01-06,818,"G","Autres (théâtres, salles de sport, restaurati",1,"88.00","BUSSY ST GEORGES"
10685147,2021-01-06,182.67,"C","",1948,"158.00","CONFLANS-SAINTE-HONORINE"
10685156,2021-01-06,0,"N","\N",1974,"100.10","JUVISY SUR ORGE"
10685251,2021-01-06,251,"D","Bureau, Administration, Enseignement",1947,"46.15","VILLEVEQUE"
10685270,2021-01-06,251,"D","Bureau, Administration, Enseignement",1947,"46.15","VILLEVEQUE"
10685334,2021-01-06,0,"N","Bureaux",1997,"0.00","SAINT-MANDÉ"
10685335,2021-01-06,0,"N","Autres",1950,"0.00","LONGUENESSE"
10685347,2021-01-05,0,"N","Bureaux",2000,"\N","CHANTEPIE"
10685369,2021-01-06,173,"D","Autres (théâtres, salles de sport, restaurati",1947,"80.41","AUBERVILLIERS"
10685410,2021-01-05,338,"C","Occupation continue (hôpitaux, hôtels, intern",1947,"385.00","DABO"
10685441,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"319.00","LEGE CAP FERRET"
10685445,2021-01-06,201,"D","Autres (théâtres, salles de sport, restaurati",1947,"372.00","ST GRAVE"
10685449,2021-01-06,0,"N","\N",1969,"122.10","MONT SAINT MARTIN"
10685457,2021-01-06,116,"C","Autres (théâtres, salles de sport, restaurati",1,"80.04","LE BOUSCAT"
10685471,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"1133.00","VERNOUILLET"
10685489,2021-01-06,0,"N","\N",2000,"42.90","MONTREVAULT SUR EVRE"
10685505,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1,"1133.00","VERNOUILLET"
10685537,2021-01-06,162.6,"C","\N",1977,"57.20","ANGERS"
10685567,2021-01-06,164,"C","Centres Commerciaux",1947,"550.00","BOUAFLE"
10685601,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"55.00","CLUNY"
10685654,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"236.50","SOIGNOLLES EN BRIE"
10685679,2021-01-06,0,"N","Boulangerie",1974,"\N","FALAISE"
10685693,2021-01-06,0,"N","\N",1988,"63.00","SAINT PIERRE MONTLIMART"
10685704,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"69.30","LANDEVANT"
10685709,2021-01-06,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"69.30","LANDEVANT"
